,Susceptible,Infected,Recovered,Dead
405,16270.653275056913,49319.508643588146,33114.43102556829,1295.4070557869354
406,14436.15646726153,50498.202022390506,33678.07861588046,1387.5628944672333
407,12942.84486758327,51416.05049918533,34179.365090467414,1461.7395427639326
408,93469.29514059355,5174.822472865203,1312.6716387157944,43.210747825346836
409,26675.35036537208,51481.94743106077,21074.866481819157,767.8357217479817
410,19217.31434618956,48501.53668746339,30702.136547944105,1579.012418403099
411,19656.0582828612,46642.79803476234,31661.319292205844,2039.8243901705084
412,18126.459062323276,47476.84401509702,32046.512249852396,2350.1846727275392
413,16096.414067394233,48771.37525816363,32549.962991553526,2582.247682888491
414,14287.100954000049,49880.97344463579,33067.89036667173,2764.035234692371
415,12811.463105937499,50746.313129170674,33531.96491408238,2910.2588508092676
416,93265.51165932971,5331.331594872571,1336.5659867097586,66.59075908775756
417,26309.526690782168,51528.72089977065,20999.530391144206,1162.2220183028878
418,19010.630957993933,48272.33045389821,30345.519790708964,2371.518797398896
419,19425.931177626684,46300.89142011677,31216.692238308824,3056.485163947738
420,17919.790805357978,47022.763952757145,31540.586516375854,3516.858725508814
421,15922.287938505162,48226.36685142833,31990.819403933518,3860.525806132734
422,14138.090210001972,49268.07692629823,32464.378832007813,4129.454031691944
423,12680.145783066182,50081.88299186826,32892.34652531563,4345.624699749689
424,93056.45902720945,5491.724077697096,1360.6058108478908,91.21108424552057
425,25948.186848955775,51569.03004209858,20919.27302930244,1563.5100796430554
426,18803.894484682318,48041.58358010781,29988.607306087863,3165.9146291218563
427,19196.311322420916,45958.78820306337,30774.00308234096,4070.8973921746187
428,17713.4803555262,46570.26159347461,31038.37755240929,4677.880498589945
429,15748.274804435148,47684.49198425157,31436.987242181254,5130.245969131704
430,13989.121868995624,48659.51031186433,31867.51110188211,5483.856717257822
431,12548.888928669692,49422.74715050855,32260.459853105705,5767.904067716081
432,92842.04509385313,5656.059596525011,1384.7793224657134,117.11598715627022
433,25591.240523591736,51602.970897251944,20834.14848283533,1971.6400963208803
434,18597.116284241023,47809.32000526434,29631.44624145153,3962.1174690429725
435,18967.201187401828,45616.51792487517,30333.27964701746,5083.001240705445
436,17507.528025468666,46119.3573278835,30539.893791751347,5833.220854896418
437,15574.374655744037,47145.758902626774,30888.453115561413,6391.41332606783
438,13840.193622678977,48055.27120051418,31277.25404136071,6827.281135446347
439,12417.688583662757,48768.892532382386,31636.254756228875,7177.1641277261715
440,92622.17809751336,5824.3969885216275,1409.0740936875784,144.35082027763133
441,25238.59796179671,51630.639083572394,20744.21215277878,2386.550801852125
442,18390.30768433363,47575.563696308556,29274.083301826075,4760.045317531441
443,18738.60324555271,45274.109891083324,29894.549297654456,6092.737565709212
444,17301.93421141339,45670.07120358958,30045.14319024529,6982.851394751887
445,15400.587559318337,46610.17553867856,30345.203268525303,7644.033633477662
446,13691.303223529922,47455.35694674733,30693.57429564913,8159.765534073787
447,12286.540803266693,48120.30592932875,31019.681027344897,8573.472240059622
448,92396.76678013094,5996.794145316314,1433.4770418203143,172.96203273231637
449,24890.170070152253,51652.1297173956,20649.52067884061,2808.1795336113028
450,18183.47997942741,47340.338645928576,28916.56475133924,5559.616623304793
451,18510.519974977244,44931.59316937156,29457.83894307912,7100.047912572314
452,17096.69939387719,45222.42292615686,29554.133230240306,8126.744449725684
453,15226.913660203423,46077.74951166643,29807.223586096978,8888.11324203313
454,13542.448487662,46859.7646609755,30116.43829514415,9481.34855621809
455,12155.441660196651,47476.97399814338,30410.68839702315,9956.895944636555
456,92165.7205067451,6173.307901902646,1457.9744139248207,202.99717742714952
457,24545.86850362279,51667.537338428905,20550.131865689145,3236.462292259182
458,17976.644428139032,47103.66887043313,28558.93641462086,6360.750286806959
459,18282.95386116138,44588.99658753304,29023.17503660472,8104.874514700661
460,16891.824138390457,44776.43186009907,29066.8709250675,9264.873076443215
461,15053.353183456213,45548.48812897813,29274.499599245722,10123.659088319839
462,13393.627297726744,46268.49121007727,29545.812260469927,10792.069231725989
463,12024.387247944242,46838.88326090702,29809.22653774973,11327.502953398958
464,91928.94938920545,6353.993922022485,1482.551771604039,234.50491716774852
465,24205.605747604808,51676.955841339266,20446.1046113556,3671.333799700449
466,17769.812250793304,46865.57840752875,28201.243678163155,7163.365663514567
467,18055.907399206095,44246.348731495025,28590.583577075093,9107.16029222352
468,16687.30909624464,44332.117029870584,28583.36282352599,10397.211050358625
469,14879.906436018366,45022.39838711934,28747.01649024977,11350.67868661253
470,13244.837605861012,45681.53321791775,28981.662207497087,12091.966968724277
471,11893.373684156522,46206.020105233634,29215.24506791707,12685.36114269266
472,91686.3644141213,6538.906580120903,1507.1939760480955,267.535029709805
473,23869.295193408565,51680.478413261684,20337.49883775509,4112.727555574413
474,17562.994627187043,46626.09131400234,27843.531491640388,7967.382567170468
475,17829.383096030248,43903.67794340041,28160.090109971017,10106.848850598233
476,16483.15500526413,43889.497120861524,28103.615014382416,11523.73285949174
477,14706.573808609874,44499.48697269507,28224.75909804756,12569.180120647321
478,13096.077436680069,45098.887065834635,28423.95395234921,13381.081545136165
479,11762.39711411117,45578.370784441366,28628.69355579799,14030.538545649564
