,P11,P13,P21,P23,M1,M2
44,0.7500000000000002,0.20000000000000004,0.1,0.1,92477.74749355415,152.16339298507418
45,0.1,0.25000000000000006,0.1,0.1,4453.838400020882,69871.82147150175
46,0.15000000000000002,0.25000000000000006,0.1,0.1,22240.795805762737,47313.23141599637
47,0.20000000000000004,0.25000000000000006,0.1,0.1,61720.84526312708,6924.802344664001
48,0.25000000000000006,0.25000000000000006,0.1,0.1,70903.08010375655,3013.88059305612
49,0.30000000000000004,0.25000000000000006,0.1,0.1,76124.77656219341,1745.7082459196208
50,0.3500000000000001,0.25000000000000006,0.1,0.1,79671.77967929772,1152.9205729184844
51,0.40000000000000013,0.25000000000000006,0.1,0.1,82274.08698520428,822.7631030361024
52,0.45000000000000007,0.25000000000000006,0.1,0.1,84274.89573514221,618.4616228433197
53,0.5000000000000001,0.25000000000000006,0.1,0.1,85864.81649508548,482.6578659208716
54,0.5500000000000002,0.25000000000000006,0.1,0.1,87160.16017355383,387.56717809493784
55,0.6000000000000002,0.25000000000000006,0.1,0.1,88236.60297496953,318.2526244558008
56,0.6500000000000001,0.25000000000000006,0.1,0.1,89145.64849944097,266.1369496984419
57,0.7000000000000002,0.25000000000000006,0.1,0.1,89923.74385182795,225.92245623223334
58,0.1,0.30000000000000004,0.1,0.1,3401.2963694922773,70886.74866989108
59,0.15000000000000002,0.30000000000000004,0.1,0.1,9199.740415021875,62862.666368538135
60,0.20000000000000004,0.30000000000000004,0.1,0.1,52244.76958774394,11433.98403095167
61,0.25000000000000006,0.30000000000000004,0.1,0.1,64831.20446488863,4196.989151610693
62,0.30000000000000004,0.30000000000000004,0.1,0.1,71281.84869347335,2305.2451011736075
63,0.3500000000000001,0.30000000000000004,0.1,0.1,75582.25855311603,1483.8624751752436
64,0.40000000000000013,0.30000000000000004,0.1,0.1,78719.19300097095,1043.2101001861336
65,0.45000000000000007,0.30000000000000004,0.1,0.1,81125.697534117,776.472328088982
66,0.5000000000000001,0.30000000000000004,0.1,0.1,83035.95296244032,601.8150115510372
67,0.5500000000000002,0.30000000000000004,0.1,0.1,84591.4955582214,480.75169087190227
68,0.6000000000000002,0.30000000000000004,0.1,0.1,85883.73099066685,393.24080890937375
69,0.6500000000000001,0.30000000000000004,0.1,0.1,86974.84345742193,327.8222157138674
70,0.1,0.3500000000000001,0.1,0.1,2750.518713014171,71514.75521795146
71,0.15000000000000002,0.3500000000000001,0.1,0.1,5635.584136292932,67219.11387393925
72,0.20000000000000004,0.3500000000000001,0.1,0.1,39275.547080577126,21655.46328998324
73,0.25000000000000006,0.3500000000000001,0.1,0.1,58530.01743321327,5849.639211741257
74,0.30000000000000004,0.3500000000000001,0.1,0.1,66390.80283266336,2993.907252650412
75,0.3500000000000001,0.3500000000000001,0.1,0.1,71477.70748317351,1868.2155104911496
76,0.40000000000000013,0.3500000000000001,0.1,0.1,75158.68682295035,1290.7704780779559
77,0.45000000000000007,0.3500000000000001,0.1,0.1,77974.09347357217,950.2243198706932
78,0.5000000000000001,0.3500000000000001,0.1,0.1,80206.06028018003,730.8710681507321
